Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
Savannah St.,MEAC,16-16,-16.85,87.4,104.2,65.9,0.117,-10.53,1.14
Coppin St.,MEAC,22-Sep,-17.19,95.9,113.1,69.9,-0.041,-6.94,11.26
UMBC,AE,25-Jul,-17.79,99.9,117.7,69.5,-0.039,-6.76,-6.23
Illinois Chicago,Horz,25-May,-17.83,89.9,107.7,71.6,0.004,-0.76,-2.29
Maine,AE,22-Aug,-18.23,96.3,114.5,76.8,0.03,-6.87,-6.49
Prairie View A&M,SWAC,24-Jul,-18.57,89,107.6,68.7,0.008,-5.74,7.95
UTSA,CUSA,27-May,-18.98,97.9,116.9,71.4,-0.052,-4.08,-1.23
North Carolina A&T,MEAC,22-Oct,-19.05,95.7,114.7,67.6,0.03,-10.32,-0.99
Southeast Missouri St.,OVC,24-May,-19.25,91.2,110.5,70.8,-0.023,-3.15,0.62
Mississippi Valley St.,SWAC,27-Aug,-19.33,91.5,110.8,71.2,-0.001,-6.55,4.99
Southern Utah,BSky,24-Jun,-20.3,98.2,118.5,68.2,-0.055,-4.17,3.7
Northern Arizona,BSky,25-May,-20.65,92.5,113.1,70.3,-0.068,-2.34,10.46
Arkansas Pine Bluff,SWAC,25-Aug,-20.69,89,109.7,64.1,0.05,-3.91,10.98
Grambling St.,SWAC,24-Jun,-21.29,88.4,109.7,65.8,-0.035,-7.5,6.54
Bryant,NEC,23-Aug,-21.7,93.2,114.9,67.4,0.023,-7.22,4.3
Chicago St.,WAC,28-Apr,-22.21,91.8,114,69,-0.051,-0.39,4.42
UT Rio Grande Valley,WAC,22-Aug,-22.36,95.1,117.4,67.5,0.037,-4.42,-1.75
Florida A&M,MEAC,21-Aug,-24.58,83.7,108.3,69.4,0.041,-11.11,-4.23
Delaware St.,MEAC,25-Jul,-24.71,88.5,113.3,66.2,-0.005,-7.32,5.28
Central Connecticut,NEC,25-Apr,-26.79,92.5,119.3,67,-0.005,-10.55,-6.75
