Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
Liberty,BSth,24-Aug,-18.87,90.8,109.7,65.8,-0.059,-5.83,-4.48
Tennessee St.,OVC,26-May,-18.9,89.5,108.4,63.5,-0.045,-1.39,2.06
Texas Pan American,WAC,21-Oct,-18.99,93.5,112.5,63.9,0.033,-5.02,0.16
Alabama A&M,SWAC,20-Sep,-19.09,95,114.1,63.5,-0.021,-9.62,7.67
North Carolina A&T,MEAC,23-Sep,-19.42,93.5,112.9,61.6,-0.038,-7.53,1.9
Stetson,ASun,22-Sep,-19.66,96.6,116.3,65.8,0.006,-6.52,-4.52
Savannah St.,MEAC,22-Sep,-19.67,87.4,107.1,64.5,0.013,-5.11,7.58
Jacksonville,ASun,22-Oct,-19.74,96.3,116.1,63.8,-0.023,-7.13,-5.71
Kennesaw St.,ASun,22-Oct,-20.61,93.7,114.3,65.1,0.039,-5.5,-2.41
Abilene Christian,Slnd,21-Oct,-20.63,93.2,113.8,63.8,-0.003,-5.96,-1.93
UMBC,AE,26-Apr,-20.68,89.2,109.9,64.2,-0.037,-5.09,-3.66
Central Connecticut,NEC,26-May,-20.7,92.9,113.6,62.8,-0.012,-6.19,-3.89
Maine,AE,27-Mar,-21.87,93.7,115.5,65.9,-0.02,-1.91,3.44
Alcorn St.,SWAC,26-Jun,-24.34,92.9,117.3,66.8,-0.059,-10.18,5.37
San Jose St.,MWC,28-Feb,-24.59,86.5,111,63.8,-0.03,1.45,-1.49
Mississippi Valley St.,SWAC,26-Jun,-25.69,91.6,117.3,70.1,-0.001,-7.6,5.71
Central Arkansas,Slnd,27-Feb,-27.67,91,118.7,69,0.004,-6.32,-1.45
Florida A&M,MEAC,27-Feb,-31.73,85.4,117.1,65.3,-0.02,-8.5,-2.52
Grambling St.,SWAC,27-Feb,-37.65,78.9,116.6,65.4,-0.077,-8.68,12.83
