Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
Binghamton,AE,23-Jul,-19.39,91.7,111.1,64.2,-0.018,-6.61,-2.77
North Carolina A&T,MEAC,23-Sep,-19.56,93.7,113.3,65.3,0.036,-7.64,0.24
Stetson,ASun,24-Jul,-20.02,94.5,114.5,61.3,0.032,-5.38,-2.4
Maryland Eastern Shore,MEAC,24-Jun,-20.22,99.1,119.3,65.1,-0.036,-7.27,0.93
Bethune Cookman,MEAC,25-Jul,-20.31,96.5,116.8,60.7,-0.061,-6.73,0.62
Kennesaw St.,ASun,25-Jun,-20.32,92,112.3,66,0.003,-4.51,0.88
Maine,AE,23-Jun,-20.55,95.5,116,73,0.01,-5.16,1.03
Cornell,Ivy,26-Feb,-20.58,100.4,120.9,63.6,-0.048,1.4,1.19
Houston Baptist,Slnd,25-Jun,-20.66,91.5,112.2,67.6,-0.038,-5.56,4.52
Furman,SC,21-Sep,-20.69,94.9,115.6,63.7,-0.002,-8.06,-2.87
Lamar,Slnd,26-Apr,-20.71,93.1,113.8,66.5,-0.034,-6.51,-1.96
South Carolina St.,MEAC,21-Sep,-21.14,91.5,112.7,64.6,0.042,-6.65,2.17
The Citadel,SC,26-Jul,-22.24,96.3,118.5,63.5,-0.046,-6.98,-0.59
Longwood,BSth,24-Aug,-22.88,95.6,118.5,66.6,-0.043,-5.57,2.38
Mississippi Valley St.,SWAC,23-Sep,-22.93,93,115.9,70.9,0.012,-8.65,6.21
Abilene Christian,Slnd,20-Nov,-23.35,94,117.3,63.2,-0.045,-2.67,13.38
Presbyterian,BSth,26-Jun,-25.87,94.2,120,63.5,-0.017,-7.84,-7.05
Grambling St.,SWAC,24-May,-26.6,95.5,122.1,66,-0.017,-9.05,6.51
Southern Utah,BSky,27-Feb,-27.14,87.4,114.6,64.2,-0.049,-4.02,7.4
