Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
Florida A&M,MEAC,22-Sep,-20.95,92.8,113.7,67,0.054,-7.74,1.93
Tennessee Martin,OVC,25-Apr,-21.2,90.2,111.4,69.8,-0.015,-2.3,3.87
Wagner,NEC,26-May,-22,89.1,111.1,65.7,-0.014,-9.69,-7.14
Marist,MAAC,29-Jan,-22.01,90.8,112.8,62.6,-0.014,-0.73,-3.4
Howard,MEAC,25-Jul,-22.04,88.4,110.4,64.3,0.011,-6.85,0.75
NJIT,GWC,21-Oct,-22.16,84.7,106.8,66.6,-0.059,-11.71,-1
North Carolina Central,ind,22-Jul,-22.46,85.9,108.4,66.6,-0.014,-3.51,-0.95
SIU Edwardsville,ind,23-May,-23.22,88.1,111.3,66.5,0.007,-2.77,-2.77
Dartmouth,Ivy,23-May,-24.24,82.4,106.7,63.4,0.022,-5.69,-6.77
Chicago St.,GWC,23-Sep,-24.62,85.3,109.9,67.1,0.001,-10.16,-0.1
North Dakota,GWC,23-Aug,-24.81,92.8,117.6,64.3,-0.005,-10.6,-1.12
Grambling St.,SWAC,21-Jul,-24.99,89,114,67.4,-0.001,-13.35,3.84
Southern,SWAC,25-May,-26.71,83.9,110.6,68.5,-0.025,-12.58,2.34
Bryant,NEC,29-Jan,-32.2,79.5,111.7,62.1,-0.029,-7.63,1.46
Alcorn St.,SWAC,Feb-29,-32.65,81.3,113.9,72.1,-0.03,-9.37,5.19
