Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
Southern Utah,BSky,27-Jun,-18.33,101.3,119.7,71.4,-0.014,-5.16,-1.35
Hartford,AE,23-Sep,-18.41,92.5,110.9,68.5,0.073,-5.68,-6.59
Chicago St.,WAC,26-Jun,-18.6,92.3,110.9,67.1,-0.009,2.04,5.59
South Carolina St.,MEAC,20-Nov,-19.47,99,118.5,68.3,0.067,-6.44,16.17
Maine,AE,25-Jul,-19.62,91.1,110.7,68,0.005,-3.76,-2.96
Howard,MEAC,24-Oct,-19.79,90.4,110.2,68.1,-0.022,-7.93,8.33
Delaware St.,MEAC,22-Oct,-20.1,94.2,114.3,65.8,0.007,-9.05,3.33
Bethune Cookman,MEAC,22-Oct,-20.45,95,115.4,68.3,-0.011,-11.77,-2.61
Central Connecticut,NEC,23-Jun,-20.99,93,113.9,64.9,-0.023,-8.26,-4.07
Alabama St.,SWAC,23-Aug,-21.65,91.1,112.8,68.4,-0.007,-9.97,2.65
Coppin St.,MEAC,24-Aug,-21.99,93.6,115.6,68.8,0.002,-7.35,7.37
Mississippi Valley St.,SWAC,25-Jul,-22.54,95.8,118.3,71.3,0.025,-6.99,11.61
Florida A&M,MEAC,23-Jun,-22.61,93.6,116.2,69.3,-0.085,-13.29,-4.68
St. Francis NY,NEC,27-Apr,-24.13,87.9,112.1,67.2,-0.037,-7.12,-1.44
Longwood,BSth,24-Jun,-25.15,92.2,117.3,70.5,0.017,-5.8,-0.55
Arkansas Pine Bluff,SWAC,25-Jul,-25.28,85.7,111,67.6,-0.01,-9.35,2.79
North Carolina A&T,MEAC,29-Mar,-27.71,95.4,123.1,62.8,-0.086,-9.4,0.08
Presbyterian,BSth,25-May,-29.2,88.9,118.1,64.1,0.018,-4.36,2.25
Alabama A&M,SWAC,27-Feb,-30.34,91.4,121.8,64.3,-0.075,-10.15,1.08
