Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
Colorado 10,B12,20-12,15.27,109.1,93.8,69.9,0.001,9.02,0.22
Georgetown,BE,19-15,14.91,107.1,92.2,70.7,-0.101,7.95,-10.72
Cincinnati 8,CUSA,17-12,14.69,105,90.3,66.4,-0.069,7.35,3.74
UNC Wilmington 11,CAA,24-7,14.62,109.5,94.9,64.1,-0.031,-2.47,-0.81
Alabama 10,SEC,17-12,14.6,110.3,95.7,65.3,-0.015,9.55,2.31
Stanford 4,P10,24-9,14.57,109.8,95.2,65.6,0.066,7.26,3.76
Dayton 4,A10,24-6,14.53,116.4,101.9,64.4,0.084,4.93,5.54
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Indiana 7,B10,21-13,14.48,113.4,98.9,63.7,0.05,10.49,9.29
Oregon 8,P10,23-10,14.25,111.4,97.1,71.2,0.032,5.24,-4.41
Georgia Tech,ACC,16-15,14.23,109.1,94.8,69,-0.092,9.23,-1.56
Utah 9,MWC,25-8,14.04,106.6,92.6,62.1,0.069,5.23,1.55
Providence,BE,18-14,13.85,108,94.1,67,-0.051,7.91,1.44
Auburn 10,SEC,22-12,13.63,107.7,94.1,66.6,0.051,8.22,-4.71
California 8,P10,22-9,13.59,109.9,96.3,65.9,0.061,7.06,0.3
Penn 11,Ivy,22-6,13.35,110.3,96.9,63.3,0.035,-1.53,3.49
Boston College,BE,19-12,13.3,117.7,104.4,68.2,0.034,8.51,2.55
North Carolina St. 9,ACC,18-13,13.18,111.2,98.1,65,-0.023,8.48,-6.47
Tulsa 13,WAC,23-10,13.04,107.9,94.9,67.4,-0.061,1.05,4.16
Milwaukee 12,Horz,23-8,12.97,109,96,71.2,0.025,2.06,1.05
Seton Hall,BE,17-13,12.26,104.6,92.3,65.7,0.022,9.26,-0.57
North Carolina,ACC,19-16,12.15,107.9,95.8,68.3,0.024,11.23,7.32
Southern Illinois 11,MVC,24-7,11.76,110.3,98.6,67.8,0.063,1.97,3.35
Western Kentucky 13,SB,24-9,11.75,108,96.3,67.2,0.035,1.09,2.09
Villanova,BE,15-16,11.17,106.6,95.4,68.8,-0.059,9.49,7.22
Tennessee,SEC,17-12,10.99,108,97,64.7,0.026,8.54,-4.46
Mississippi,SEC,14-15,10.89,111.2,100.3,62.8,-0.099,7.19,-7.96
Kansas St.,B12,13-17,10.87,107.9,97,65.7,-0.154,6.95,-4.6
Michigan,B10,17-13,10.71,109,98.3,65.1,0.024,7.33,1.27
Illinois Chicago,Horz,21-9,10.64,110.5,99.9,68.4,0.024,1.02,-0.93
Detroit,Horz,18-12,10.6,109.6,99,64.4,-0.089,1.19,0.83
Iowa St.,B12,16-14,10.59,106.3,95.7,66.3,-0.045,6.18,-11.54
Louisiana Lafayette,SB,19-10,10.52,107.9,97.4,69.8,-0.014,2.75,5.63
Holy Cross 14,Pat,25-5,10.4,105.5,95.1,65.1,0.065,-5.57,-0.64
St. John's,BE,21-13,10.06,105.4,95.3,67,0.035,6.76,-0.51
Manhattan 14,MAAC,23-7,10.04,105.5,95.4,68.1,0.014,-1.71,2.51
DePaul,CUSA,16-13,10.04,105.1,95.1,65.8,-0.004,6.51,1.93
Central Michigan 11,MAC,25-7,10.01,109.5,99.4,71.7,0.137,2.06,2.87
UNLV,MWC,21-11,9.84,108.1,98.2,70.3,0.022,3.16,0.2
Minnesota,B10,19-14,9.68,107.4,97.7,70.7,0.018,7.04,-2.99
UAB,CUSA,20-13,9.45,105.2,95.8,73.9,-0.008,3.9,-7.02
Temple,A10,18-16,9.34,108,98.6,63.2,0.028,8.09,12.8
Ohio St.,B10,17-15,8.93,103.2,94.3,64.2,0.052,9.62,-0.6
Weber St. 12,BSky,25-5,8.88,111.4,102.5,66.5,0.073,-1.73,1.29
Florida St.,ACC,14-15,8.84,100.9,92,67.5,-0.052,7.4,-5.79
Iowa,B10,17-14,8.5,106.4,97.9,67.1,-0.018,5.72,-5.06
Saint Louis,CUSA,16-14,8.34,104.1,95.8,58.9,0.026,7.12,2.93
San Diego 13,WCC,17-12,8.32,104.7,96.4,70.9,0.003,3.37,6.03
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
South Carolina,SEC,16-Dec,8.31,103.1,94.8,65.5,-0.028,9.76,0.29
Virginia,ACC,16-16,8.2,108.8,100.6,68.4,0.026,10.13,2.09
Nevada,WAC,17-14,8.19,108,99.9,68.8,-0.097,2.29,4.98
St. Bonaventure,A10,13-14,8.07,112.8,104.8,71.3,-0.07,5.51,6.97
Southwest Missouri St.,MVC,17-12,8.04,100.6,92.5,63.5,-0.075,-0.01,-1.55
Western Michigan,MAC,20-11,7.66,101.7,94,65.3,0.015,1.19,2.71
New Mexico St.,SB,19-9,7.51,107.7,100.2,67.2,-0.005,-0.93,-7.35
Utah St. 15,BW,22-9,7.41,107.1,99.7,61,0.003,-2,-0.07
Texas A&M,B12,14-14,6.97,104.4,97.4,70.4,0.022,7.68,-5.28
Vanderbilt,SEC,18-Nov,6.78,103.7,96.9,69.3,-0.049,10.95,-1.36
USC,P10,13-17,6.74,105.2,98.4,73.3,-0.055,7.38,0.12
San Diego St.,MWC,15-13,6.69,108,101.3,66.9,-0.023,3.6,-3.2
Valparaiso,MCon,20-11,6.66,103.7,97.1,65.8,0.021,-1.51,8.69
Kent St.,MAC,20-10,6.51,111.2,104.7,66.7,0.023,0.52,3.36
UC Santa Barbara,BW,18-14,6.46,104.2,97.7,61.4,-0.08,-0.9,3.39
Wyoming,MWC,21-11,6.34,108.5,102.2,68,0.081,3.04,-2.52
Richmond,A10,15-14,6.28,101.4,95.2,62.1,-0.037,3.77,0.67
Fresno St.,WAC,20-8,6.26,105.2,98.9,65.7,0.061,-0.82,-1.87
Troy St. 14,ASun,25-6,6.15,106.9,100.8,70.3,0.105,-5.2,-2.77
Miami FL,BE,17-Nov,6.1,103.3,97.2,65.8,-0.118,6.88,-3.73
Rutgers,BE,16-Dec,6.01,100.9,94.9,68.7,-0.041,8.36,-5.21
Baylor,B12,14-14,5.97,106.6,100.7,65.6,-0.006,5.2,-12.74
Charlotte,CUSA,13-16,5.97,104.5,98.5,65.8,-0.007,7.58,4.64
Colorado St. 14,MWC,17-14,5.96,110.6,104.6,67.1,0.031,4.39,-3.45
Clemson,ACC,15-13,5.75,107.3,101.6,63.6,0.026,5.06,-12.27
Murray St.,OVC,15-12,5.53,107.3,101.8,65.5,-0.082,-1.81,7.12
UCLA,P10,19-Oct,5.46,107.2,101.7,69.3,-0.065,9.15,4.89
Tulane,CUSA,15-15,5.36,106.8,101.4,65.5,-0.064,3.04,-2.33
Eastern Washington,BSky,17-13,5.29,102.9,97.6,67.9,-0.031,0.29,3.78
George Washington,A10,17-Dec,5.18,107.2,102.1,68.6,-0.078,5.12,2.41
Drexel,CAA,18-12,5.02,101.7,96.7,67.6,0.013,0.22,4.16
Rice,WAC,17-10,4.73,105.8,101.1,69.2,0.063,0.02,-0.22
West Virginia,BE,14-15,4.71,104.7,99.9,65,0.055,7.74,-3.49
South Florida,CUSA,14-14,4.49,101.3,96.8,67.9,0.007,4.25,1.29
Hawaii,WAC,19-12,4.33,102.9,98.5,65.8,0.057,1.3,-1.42
Rhode Island,A10,19-12,4.33,101.6,97.3,68.5,0.112,3.3,0.91
George Mason,CAA,16-12,4.26,98.1,93.8,64.9,-0.022,-1.2,3.68
San Francisco,WCC,14-14,4.19,109.1,104.9,63.2,-0.02,2.16,3.15
UC Irvine,BW,19-9,4.1,103.6,99.5,65.5,0.077,-2.03,2.39
College of Charleston,SC,23-8,4.08,102.5,98.4,67.1,0.079,-2.83,-0.12
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
VCU,CAA,18-10,4.06,103.4,99.3,69.1,-0.009,-4.26,-6.63
Siena,MAAC,21-11,3.89,105.3,101.4,68.9,-0.013,-2.78,-2.16
Tennessee Tech,OVC,17-12,3.86,102.8,99,68.7,-0.016,-2.01,5.9
Loyola Chicago,Horz,15-16,3.85,105.7,101.9,70.1,-0.015,2.8,4.2
Boston University,AE,20-11,3.64,102.4,98.7,64.4,0.013,-3.75,5.48
Middle Tennessee St.,SB,14-14,3.36,103.8,100.5,66,-0.006,1.85,1.07
Chattanooga,SC,19-9,3.34,110.6,107.3,69.2,0.034,-3.7,1.78
Oregon St.,P10,15-Dec,3.21,100.7,97.5,66.9,0.006,5.54,-6.57
UCF,ASun,20-11,3.18,102.9,99.7,65.4,-0.032,-5.67,-4.35
Washington,P10,17-Oct,3.12,102.6,99.4,70.1,-0.057,6.39,-1.7
Wichita St.,MVC,18-12,3.05,107.7,104.6,67.7,0.05,0.07,-6.53
Toledo,MAC,13-16,3.03,103.6,100.6,67.2,-0.043,2.62,5.44
Princeton,Ivy,15-11,2.99,109.2,106.2,59.9,-0.027,-1.98,3.33
Arkansas,SEC,19-Sep,2.95,98,95.1,65.8,-0.038,10.25,0.58
Austin Peay 13,OVC,20-8,2.65,100.7,98,64.4,0.171,-0.97,7.41
Denver,SB,17-15,2.53,102.4,99.8,67.3,-0.027,-0.56,-3.69
Northern Illinois,MAC,17-14,2.52,104.6,102.1,64.8,0.05,1.28,3.43
Nebraska,B12,18-Nov,2.47,97.4,94.9,66.6,0.014,8.97,-1.84
Miami OH,MAC,15-Dec,2.42,101.1,98.7,56.7,-0.027,3.14,13.07
SMU,WAC,17-13,2.36,103.6,101.2,68.2,0.07,1.45,3.56
Virginia Tech,BE,18-Nov,2.34,106.3,104,66.8,-0.044,6.28,-3.47
Saint Mary's,WCC,14-15,2.18,98.5,96.3,65.6,-0.045,0.42,-1.56
Davidson,SC,14-10,2.18,103.2,101,70.3,0.004,-2.28,11.96
Stephen F. Austin,Slnd,19-8,2.14,105.6,103.5,62.6,0.003,-8.51,-5.37
Bradley,MVC,18-Dec,1.95,103.1,101.2,68.6,-0.125,1.11,1.41
American,Pat,16-14,1.95,103.6,101.6,62.9,-0.101,-5.66,-2.26
East Tennessee St. 15,SC,17-11,1.75,101.3,99.6,75.2,0.036,-1.8,4.8
Pepperdine,WCC,15-13,1.69,110.2,108.5,70.8,0.042,1.33,1.19
Arkansas Little Rock,SB,16-12,1.63,102.3,100.7,66.1,0.035,-0.5,-3.58
Vermont 16,AE,19-11,1.57,101.1,99.5,64.4,0.019,-5.13,-2.29
Morehead St.,OVC,17-9,1.53,109.6,108.1,67.6,0.048,-3.68,1.84
Air Force,MWC,16-Dec,1.27,105.2,104,52.9,-0.073,1.98,-6.09
Oral Roberts,MCon,17-10,1.21,104.6,103.4,68.1,-0.03,-6.92,-5.13
Fairfield,MAAC,19-12,0.94,99.2,98.2,69.2,0.082,-1.34,1.77
Yale,Ivy,13-13,0.85,100.1,99.2,68.7,-0.038,-1.02,5.21
South Alabama,SB,14-Dec,0.85,105.4,104.6,65.7,-0.001,2.51,3.1
Sam Houston St. 15,Slnd,21-7,0.82,101.5,100.6,67.2,0.088,-7.41,-2
Brown,Ivy,17-12,0.76,105.6,104.8,70.6,0.042,-2.43,-0.2
Iona,MAAC,17-12,0.55,102.2,101.7,69,-0.033,-4.38,-3.76
Arkansas St.,SB,15-Nov,0.48,107.7,107.2,66.5,-0.101,-0.48,-4.54
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
IUPUI 16,MCon,19-14,0.46,102.9,102.5,67,0.071,-2.19,2.78
Old Dominion,CAA,15-Dec,0.3,99.2,98.9,66.6,-0.113,-2.21,-1.4
La Salle,A10,17-Dec,0.27,102.4,102.1,67.6,0.001,3.99,-0.34
East Carolina,CUSA,15-Oct,0.22,99.3,99.1,65.2,-0.018,5.63,-5.5
Belmont,ASun,17-12,0.18,103.2,103,67.2,0.02,-3.18,5.99
Southern Miss,CUSA,13-16,0.16,98.9,98.8,67.4,0.049,3.63,-1.79
Northwestern,B10,17-Dec,0.05,105,104.9,60.4,-0.003,4.99,-11.03
Ohio,MAC,14-16,-0.22,104.5,104.7,65.6,0.09,3.25,10.45
Ball St.,MAC,13-17,-0.35,106.5,106.8,70.1,0.012,2.41,5.76
TCU,CUSA,19-Sep,-0.41,106,106.5,71.3,-0.027,4.82,0.43
Delaware,CAA,15-14,-0.43,99.5,99.9,69,0.007,-0.97,0.47
New Orleans,SB,13-14,-0.49,101.7,102.2,66.3,0.005,-0.03,-3.24
Appalachian St.,SC,16-10,-0.69,103.5,104.2,76.1,0.081,-3.51,3.37
Marshall,MAC,13-15,-0.77,102.2,102.9,67.5,-0.027,-0.61,-2.9
Mercer,ASun,22-6,-0.84,106.4,107.3,69.5,0.17,-9.07,-12.14
Pacific,BW,16-Dec,-0.86,99.9,100.8,66.3,-0.066,-1.06,3.27
Niagara,MAAC,17-12,-0.9,109.5,110.4,66.5,0.091,-1.85,0.23
Akron,MAC,14-14,-0.92,110,110.9,67,-0.025,-1.77,-6.51
Wagner 15,NEC,21-11,-1.16,104.7,105.9,67.6,0.049,-7.45,2.38
Eastern Illinois,OVC,13-15,-1.29,106.8,108.1,69.8,-0.008,-0.82,6.02
Cal Poly,BW,15-14,-1.38,98.4,99.7,69.2,0.045,-1.64,0.71
Evansville,MVC,16-Dec,-1.55,105.9,107.5,67.5,0.048,3.33,6.65
Boise St.,WAC,16-Dec,-1.56,96,97.5,66.7,-0.032,-0.89,-4.14
Bowling Green,MAC,16-Nov,-1.88,98.7,100.6,66.1,0.05,3.27,8.25
Oakland,MCon,15-11,-2.07,103.7,105.7,71.3,0.007,-6.76,-5
Idaho St.,BSky,13-14,-2.21,99.6,101.8,70.4,0.013,-2.05,-0.43
New Mexico,MWC,18-Sep,-2.27,107.7,110,65.6,-0.023,3.68,-4.24
Louisiana Tech,WAC,15-Oct,-2.35,101.8,104.1,67.6,0.035,3.04,12.1
Cal St. Northridge,BW,13-15,-2.53,100.6,103.1,67.8,-0.019,-2.31,-0.95
Northern Arizona,BSky,13-13,-2.6,99.5,102.1,68.1,0.005,-3.7,-5.22
Jacksonville St.,ASun,19-10,-2.72,103.5,106.2,68.4,0.065,-7.69,-7.68
UT Arlington,Slnd,14-13,-2.73,97.8,100.5,62.2,0.007,-5.69,11.01
Montana,BSky,16-Dec,-2.75,104.3,107.1,66.1,-0.02,-1.12,2.42
Northern Iowa,MVC,17-Oct,-2.78,102,104.8,64.6,-0.01,1.6,3.61
Massachusetts,A10,18-Oct,-3.25,96.5,99.8,64.9,-0.011,3.75,0.55
Southwest Texas St.,Slnd,15-12,-3.28,101.4,104.7,67.4,-0.035,-7.56,-1.1
Maine,AE,16-Dec,-3.32,99.5,102.9,68.3,-0.099,-5.43,-2.02
Binghamton,AE,14-13,-3.57,96.7,100.3,66.1,0.007,-5.23,-2.15
Hartford,AE,15-13,-3.68,98.2,101.9,64.1,0.024,-6.37,-4.04
Wofford,SC,15-Oct,-3.75,104.2,108,68.4,0.016,-0.27,12.94
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Green Bay,Horz,19-Sep,-3.76,103.3,107.1,64.9,-0.062,1.65,0.96
Canisius,MAAC,18-Oct,-3.77,99.3,103,68.6,-0.116,-2.58,-0.42
Eastern Michigan,MAC,14-Dec,-3.86,104,107.8,72.8,0.057,-1.01,-7.61
Loyola Marymount,WCC,19-Nov,-4.09,98.4,102.5,69.8,-0.021,0.23,-1.78
Samford,ASun,15-Dec,-4.16,101,105.1,58.8,-0.008,-2.42,6.06
Duquesne,A10,21-Sep,-4.17,99.4,103.5,68,-0.015,2.99,-3.32
Portland,WCC,17-Oct,-4.25,98.7,103,68.2,0.011,1.38,0.81
Washington St.,P10,20-Jul,-4.29,101.5,105.8,68.7,-0.012,6.23,-4.27
Penn St.,B10,21-Jul,-4.58,98.6,103.2,67.6,-0.004,8.26,-1.64
Idaho,BW,15-Dec,-4.61,96.4,101,62.3,0.012,-2.9,-2.74
McNeese St.,Slnd,13-14,-4.78,100.4,105.2,67.9,0.014,-4.74,15.53
Houston,CUSA,20-Aug,-4.84,93.2,98,63.2,0.021,5.03,2.44
Marist,MAAC,13-16,-5.31,101.4,106.7,68.6,0.052,-2.01,-0.6
Northeastern,AE,14-15,-5.33,98.9,104.2,70.1,-0.004,-4.88,-1.47
Illinois St.,MVC,21-Aug,-5.44,99.4,104.9,65.2,-0.05,2.34,3.46
Wright St.,Horz,18-Sep,-5.65,102.1,107.7,66,0.016,1.17,-3.53
James Madison,CAA,17-Dec,-5.66,99.5,105.2,66.2,-0.003,-2.59,-2.25
Harvard,Ivy,15-Dec,-5.69,98.3,104,71.9,-0.006,-3.05,-1.06
Montana St.,BSky,16-Sep,-5.7,100.2,105.9,61.9,-0.04,-2.06,-1.24
Bucknell,Pat,14-15,-5.75,91.1,96.8,63.3,-0.005,-5.32,-3.51
Rider,MAAC,16-Dec,-5.79,99.2,104.9,63.2,-0.013,-4.05,-5.43
Winthrop,BSth,18-10,-5.81,97.1,102.9,67.4,0.055,-11.23,-4.02
Lehigh,Pat,14-12,-5.94,98.3,104.2,65.2,0.03,-7.43,-7.08
Georgia St.,ASun,13-15,-6.14,101.5,107.6,66.7,-0.033,-6.33,-3.36
Drake,MVC,20-Aug,-6.22,101.7,107.9,62.3,-0.024,1.66,2.36
Santa Clara,WCC,15-Dec,-6.25,96.9,103.2,65.1,0.083,-0.77,-5.27
FIU,SB,21-Jul,-6.29,95,101.3,61.6,-0.101,0.88,-2.96
Birmingham Southern,BSth,17-9,-6.59,100.5,107.1,63.4,0.035,-12.1,-8.06
Quinnipiac,NEC,16-12,-6.72,99.1,105.8,71,0.044,-8.87,-2.19
Tennessee Martin,OVC,14-Oct,-6.88,100.5,107.3,69.5,0.042,-0.98,5.77
Georgia Southern,SC,13-13,-6.97,102.2,109.2,71.6,0.081,-4.67,-4.8
North Texas,SB,21-May,-7.31,99.3,106.6,70.2,0.006,5.18,9.82
Furman,SC,17-Nov,-7.37,97.9,105.2,62.9,0.01,-3.18,-0.24
Cal St. Fullerton,BW,19-Oct,-7.48,101.4,108.9,59.9,-0.008,-2.38,-2.61
Colgate,Pat,14-Dec,-7.72,97.4,105.2,66.2,0.003,-7.11,-6.33
Mississippi Valley St.,SWAC,13-13,-7.83,104.2,112,67.6,-0.041,-10.52,2.99
Saint Peter's,MAAC,19-Oct,-8.03,100.3,108.3,71.2,-0.031,-3.58,-3.65
Central Connecticut,NEC,15-13,-8.04,101.1,109.2,61.6,0.024,-9.67,-4.92
St. Francis NY,NEC,14-16,-8.1,100.5,108.6,70.7,-0.027,-8.75,-2.68
Cleveland St.,Horz,22-Aug,-8.12,97.7,105.8,66.1,-0.011,2.17,-0.56
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Hampton,MEAC,19-11,-8.14,94.8,102.9,69.9,0.037,-13.88,-1.79
Monmouth,NEC,15-13,-8.15,91.9,100.1,66.8,0.07,-7.89,1.35
Lamar,Slnd,14-Dec,-8.57,92.7,101.3,66.1,-0.005,-7.64,-3.27
South Carolina St. 16,MEAC,20-11,-8.59,96.4,105,71.7,0.115,-12.27,-0.55
Centenary,ind,14-Oct,-8.6,103.1,111.7,68.9,0.031,-3.93,2.11
Sacramento St.,BSky,17-Nov,-8.89,94.1,103,69.2,0.07,-1.43,-2.19
Lafayette,Pat,16-Nov,-8.98,101.3,110.3,66.4,-0.004,-5.12,-2.66
UNC Greensboro,SC,22-Jun,-9.03,97.7,106.8,67.5,-0.118,-3.04,2.2
Prairie View A&M,SWAC,17-12,-9.08,97.4,106.5,67.3,0.127,-9.21,8.58
Charleston Southern,BSth,14-Dec,-9.1,94.2,103.3,65,-0.02,-9.57,1.11
Southeast Missouri St.,OVC,19-Sep,-9.22,102.1,111.3,65.3,-0.012,-1.76,1.51
Texas A&M Corpus Chris,ind,15-Nov,-9.28,99,108.3,72.8,0.021,-4.88,0.16
Youngstown St.,Horz,20-Jul,-9.31,93.1,102.4,65.8,0.024,0.86,-5.06
Louisiana Monroe,Slnd,16-Nov,-9.61,94.4,104,72.7,0.013,-5.57,4.09
Hofstra,CAA,21-Aug,-9.69,95,104.7,68.3,-0.031,-1.97,-3.23
St. Francis PA,NEC,14-14,-9.84,94.3,104.1,69.3,0.049,-9.67,-3.7
Alabama St.,SWAC,14-15,-9.95,90.9,100.9,64.2,-0.025,-10.38,1.53
Fordham,A10,26-Feb,-10.22,97.2,107.4,69.7,-0.101,4.69,1.79
Buffalo,MAC,23-May,-10.33,95.4,105.8,66.8,-0.127,-0.38,-3.82
Texas Southern 16,SWAC,18-13,-10.45,98.3,108.7,68.4,0.037,-12.97,-8.09
Coastal Carolina,BSth,15-Nov,-10.47,98.4,108.8,65.3,-0.019,-9.24,0.46
Southeastern Louisiana,Slnd,16-Sep,-10.54,95.7,106.2,65.9,0.024,-4.77,13.01
Jacksonville,ASun,16-Dec,-10.57,93.4,104,66.3,0.031,-5.85,-5.86
Delaware St.,MEAC,15-12,-10.69,98.1,108.7,59.2,0.068,-11.54,8.9
Southern Utah,MCon,17-Sep,-10.77,101.2,111.9,64.2,0.005,-3.86,-0.77
Indiana St.,MVC,24-Jul,-10.79,90.9,101.7,62.1,-0.028,2.49,2.1
Jackson St.,SWAC,18-Oct,-10.84,94,104.9,71.9,-0.034,-7.69,8.36
UC Riverside,BW,18-May,-10.94,98.8,109.8,67.5,0.023,0.75,10.55
Eastern Kentucky,OVC,17-Jul,-10.97,99.5,110.4,71.3,-0.033,-3.62,-4.87
Florida A&M,MEAC,17-12,-10.99,98.1,109.1,67.5,0.081,-13.95,-0.9
Stony Brook,AE,15-Nov,-11.06,95.5,106.6,65.2,0.044,-6.94,-8.11
IPFW,ind,20-Sep,-11.14,95.8,106.9,68.6,0.057,-1.2,0.83
William & Mary,CAA,16-Dec,-11.16,100.7,111.9,62,0.06,-5.86,-13.67
UMKC,MCon,20-Sep,-11.32,101.8,113.1,64.7,0.005,-2.9,0.59
Portland St.,BSky,21-Apr,-11.46,87.2,98.7,65.5,-0.047,0.5,3.46
Howard,MEAC,13-17,-11.57,97.6,109.2,69.8,-0.08,-12.24,2.38
Gardner Webb,ASun,24-Apr,-11.64,90.7,102.3,70.8,-0.065,-2.04,4.36
Alcorn St.,SWAC,14-19,-11.79,92.5,104.3,70.5,0.026,-8.22,3.48
Fairleigh Dickinson,NEC,15-14,-11.82,97.2,109,68,0.065,-11.17,-12.15
San Jose St.,WAC,21-May,-11.83,96.1,107.9,65.2,0.013,0.23,-1.11
NCSOS,,,,,,,,,
Team,Conf,W-L,AdjEM,AdjO,AdjT,AdjEM,OppD,,
Western Carolina,SC,18-Jun,-11.94,98.8,110.7,67.3,-0.022,-3.18,1.45
UTSA,Slnd,17-Sep,-12.02,93.8,105.8,69.7,0.032,-4.17,11.43
UNC Asheville 16,BSth,14-17,-12.35,101.2,113.5,68,0.119,-6.45,11.61
Dartmouth,Ivy,19-Aug,-12.45,95.6,108.1,60.5,-0.058,-5.25,-6.57
Robert Morris,NEC,17-Sep,-12.74,103.6,116.3,65,-0.044,-9.44,-3.74
LIU Brooklyn,NEC,19-Sep,-12.85,97.8,110.7,73.2,-0.04,-7.08,0.61
Coppin St.,MEAC,17-Nov,-13.18,94.2,107.4,59.5,0.002,-8.16,13.7
Florida Atlantic,ASun,21-Jun,-13.37,92.1,105.4,72.1,-0.032,-2.67,1.75
VMI,SC,19-Aug,-14.1,91.5,105.6,65.6,0.028,-3.6,-3.06
Navy,Pat,19-Jul,-14.11,90.5,104.7,65.6,-0.03,-5.04,-4.02
The Citadel,SC,20-Apr,-14.22,89.8,104,66.1,-0.079,-3.52,-3.26
Elon,BSth,15-Oct,-14.35,93,107.3,63.2,0.061,-8.04,7.16
Cornell,Ivy,18-Aug,-15.11,92.5,107.6,64.9,0.042,-3.78,-4
Norfolk St.,MEAC,14-15,-15.22,88.1,103.4,65.7,0.022,-15.27,-5.64
Long Beach St.,BW,22-Apr,-15.41,96.9,112.3,65.6,-0.021,-0.49,2.57
UTEP,WAC,24-May,-15.62,93.4,109,66.3,-0.032,-0.68,-8.65
Liberty,BSth,14-15,-15.63,89,104.6,68.5,0.107,-11.73,-7.94
Grambling St.,SWAC,18-Oct,-16.05,95.7,111.8,71.9,0.04,-7.58,10.37
Mount St. Mary's,NEC,16-Nov,-16.16,90.5,106.7,64.2,0.103,-8.97,-1.93
Lipscomb,ind,19-Jun,-16.28,98.8,115.1,69.9,-0.116,-9.16,-5.21
Stetson,ASun,20-Jun,-16.3,95.5,111.8,71.9,-0.013,-5.36,-5.43
Texas Pan American,ind,20-Jun,-16.39,89.5,105.9,64.8,-0.029,-6.04,-0.72
