Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
Loyola Marymount,WCC,26-May,-22.33,91.2,113.6,68.2,0.066,-0.71,-1.57
Sacramento St.,BSky,24-Apr,-22.44,90,112.4,68.7,0.001,-2.16,5
North Carolina Central,ind,26-Apr,-23.17,85.3,108.5,68.3,0.032,5.67,7.81
Texas Southern,SWAC,25-Jul,-23.21,88.3,111.5,67.4,0.001,-8.75,6.29
Howard,MEAC,26-Jun,-23.29,85.9,109.2,62.6,-0.027,-7.55,-0.6
North Florida,ASun,26-Mar,-23.54,86.3,109.9,64.4,-0.061,-5.56,1.95
Grambling St.,SWAC,19-Jul,-24.32,90.9,115.2,68.4,0.019,-13.25,11.62
Alcorn St.,SWAC,24-Jul,-24.83,93.5,118.3,67.8,0.018,-11.56,1.39
Maryland Eastern Shore,MEAC,28-Apr,-28.29,86.1,114.4,67.1,-0.004,-8.45,0.24
NJIT,ind,0-29,-32.79,77.2,110,69.7,-0.025,-5.53,-3.13
