Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
Texas Southern,SWAC,17-Nov,-19.56,94.6,114.1,67.8,0.079,-11.68,6.25
Stony Brook,AE,22-Jun,-20.04,91.5,111.5,65.8,0.001,-7.78,-0.78
Loyola MD,MAAC,23-May,-20.27,86.7,106.9,65.7,0.015,-5.57,-9.33
Albany,AE,20-Aug,-20.29,87,107.3,62.7,0.039,-9.58,-4.05
Coppin St.,MEAC,24-May,-21.03,88,109,64.3,-0.062,-8.41,-0.23
Morgan St.,MEAC,25-Mar,-21.23,90,111.3,70.1,-0.019,-6.6,4.43
Southern,SWAC,19-Jul,-21.56,93.9,115.5,72.5,-0.003,-12.68,2.68
Fairleigh Dickinson,NEC,25-Apr,-22.73,93.5,116.3,70.4,-0.103,-11.34,-6.01
Prairie View A&M,SWAC,19-Sep,-23.35,89.6,112.9,73.9,0.076,-11.27,4.98
Chicago St.,MCon,26-Jan,-24.56,89.5,114.1,69.5,-0.027,0.41,-0.16
LIU Brooklyn,NEC,22-May,-24.88,97.5,122.3,74.4,0.004,-8.83,0.74
Liberty,BSth,24-Mar,-25.14,85.6,110.7,72.7,0.01,-8.27,-1
Nicholls St.,Slnd,25-Jan,-26.22,87.1,113.3,68.9,-0.07,-2.55,12.2
Arkansas Pine Bluff,SWAC,26-Feb,-28.85,82.2,111.1,75.5,-0.014,-7.85,12.23
Mount St. Mary's,NEC,24-Mar,-29.36,85.1,114.5,67,0.019,-10.49,-2.13
Morris Brown,ind,23-Apr,-29.95,85.1,115.1,67.6,0.044,-2.92,0.32
Savannah St.,ind,24-Feb,-31.15,78.1,109.2,66.4,-0.021,-5.21,-0.64
