Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,NCSOSAdjEM
Houston Baptist,Slnd,25-Jun,-17.64,98.9,116.5,73.5,-0.092,-3.59,9.29
Presbyterian,BSth,21-Nov,-17.66,97.8,115.5,63.4,0.062,-5.21,-3.37
Howard,MEAC,23-Oct,-19.04,99.4,118.5,69.9,-0.039,-9.5,2.28
Alcorn St.,SWAC,21-Nov,-19.43,95,114.4,68,-0.055,-9.05,9.81
Jackson St.,SWAC,20-Dec,-19.6,89.4,109,64.1,0.062,-10.01,4.32
USC Upstate,ASun,25-Jul,-19.77,105.2,125,69,-0.051,-3.44,1.76
Alabama St.,SWAC,23-Aug,-19.86,95.8,115.7,68.8,-0.018,-9.14,4.68
Longwood,BSth,26-Jul,-20.41,89.6,110,69.1,-0.039,-3.96,-0.88
Florida A&M,MEAC,25-Sep,-21.21,95.6,116.8,67.1,0.04,-7.55,6.38
Incarnate Word,Slnd,21-Jul,-21.6,93.5,115.1,69.7,-0.006,-5.52,8.16
South Carolina St.,MEAC,22-Oct,-21.86,96.9,118.7,70.5,0.03,-8.97,4.47
Bryant,NEC,28-Mar,-22.06,98.7,120.7,70.1,-0.013,-5.3,1.28
Northwestern St.,Slnd,25-Apr,-22.41,88.3,110.7,68.9,-0.08,-3.59,7.92
Chicago St.,WAC,29-Mar,-22.59,96.5,119.1,72.1,-0.063,2.85,6.32
Coppin St.,MEAC,27-May,-23.97,86.5,110.5,67.1,-0.026,-7.19,5.62
Mississippi Valley St.,SWAC,28-Apr,-24.21,90.3,114.5,69.4,-0.032,-7.46,7.23
Maryland Eastern Shore,MEAC,25-Jul,-27.06,90.8,117.8,65.9,-0.018,-7.58,7.48
Delaware St.,MEAC,28-Apr,-27.94,90.3,118.3,64.9,-0.094,-9.2,1.72
Alabama A&M,SWAC,28-Mar,-28.31,86.6,114.9,65.8,-0.04,-8.1,4.85
